index,Song,Artist,Gender,Album,Date,URL,Profanities
132,Hate to See Me Have Shit,11-מאי,?M,A-1 Yola,1996, http://ohhla.com/anonymous/eleven_5/a1_yola/hate_to.115.txt,"{'nigga': 8, 'ass': 2, 'fucka': 1, 'bitches': 3, 'hell': 1, 'bitch': 3, 'dead': 1, 'assassin': 1, 'shit': 3, 'criminal': 1}"
134,Garcia Vegas,11-מאי,?M,Fiendin 4 Tha Funk,1995, http://ohhla.com/anonymous/eleven_5/fiendin/garcia.115.txt,"{'motherfuckin': 3, 'nigga': 4, 'bitches': 1, 'pimp': 1, 'fuck': 1, 'bitch': 4, 'hoes': 2, 'drunk': 1, 'gin': 1, 'fuckin': 1, 'pistol': 1, 'bomb': 1, 'ho': 1, 'die': 1, 'damn': 1, 'shit': 1}"
135,Blockstyle Murderah,11-מאי,?M,The Overdose,2000, http://ohhla.com/anonymous/eleven_5/overdose/murderah.115.txt,"{'bitches': 1, 'shit': 1, 'bitch': 1, 'drunk': 1, 'ass': 1, 'drug': 1}"
201,First We Pray,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/we_pray.ndg.txt,"{'kill': 1, 'niggaz': 4, 'die': 1, 'died': 1, 'spit': 1, 'nigga': 1, 'shit': 2}"
202,(If This Were) My World,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/if_this.ndg.txt,"{'screw': 1, 'black': 1, 'gangsta': 2, 'niggaz': 1}"
205,Bag O' Weed,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/bagoweed.ndg.txt,"{'bitch': 1, 'titties': 1, 'spit': 1, 'gangsta': 1, 'shit': 1, 'cum': 1, 'damn': 1, 'fat': 1, 'ass': 2}"
206,Dirty Ho's Draw,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/dirtyhos.ndg.txt,"{'hell': 1, 'dirty': 4, 'hoes': 1, 'nigga': 2, 'niggaz': 1, 'pussy': 1}"
207,Scared of Love,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/scared.ndg.txt,{'screw': 1}
209,B-Cuz I Got A Girl,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/b_cuz.ndg.txt,"{'bitches': 4, 'shit': 1, 'niggaz': 1, 'bitch': 1, 'nigga': 1}"
210,I'm Gonna Make My Money,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/money.ndg.txt,{'gangsta': 1}
211,Never Leave Me Alone,NATE DOGG,?M,G-Funk Classics,1998, http://ohhla.com/anonymous/natedogg/g_funk/alone.ndg.txt,"{'crime': 1, 'nigga': 2, 'kid': 1, 'fuckin': 1, 'ass': 1}"
212,Where Are You Going,NATE DOGG,?M,G-Funk Classics Vol. 1,1997, http://ohhla.com/anonymous/natedogg/g_funk/going.ndg.txt,"{'die': 1, 'girls': 1}"
225,Dogg Pound Gangstaville,NATE DOGG,?M,G-Funk Classics,1998, http://ohhla.com/anonymous/natedogg/g_funk/dpville.ndg.txt,"{'nigga': 4, 'niggaz': 3, 'shit': 1, 'smack': 1, 'bitch': 2, 'gangsta': 1, 'fuck': 2}"
227,Backdoor,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/backdoor.ndg.txt,"{'backdoor': 1, 'slave': 1, 'hell': 1}"
230,Your Woman Has Just Been Sighted (Ring the Alarm),NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/sighted.ndg.txt,"{'horny': 1, 'girls': 1, 'bullshit': 1, 'shit': 1, 'god': 1}"
231,Your Wife,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/yourwife.ndg.txt,"{'bitch': 5, 'dick': 3, 'fucked': 1, 'shit': 2, 'damn': 1, 'sluts': 1, 'pimp': 1}"
233,Another Short Story,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/an_short.ndg.txt,"{'mad': 1, 'horny': 2, 'ass': 1}"
234,Concrete Streets,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/concrete.ndg.txt,"{'crack': 1, 'damn': 1, 'gangsta': 2, 'fight': 1, 'hoes': 2, 'nasty': 1}"
235,Real Pimp,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/realpimp.ndg.txt,"{'fuck': 1, 'shit': 1, 'niggaz': 1, 'hoes': 1, 'gangsta': 1, 'bitches': 1, 'crash': 1}"
236,Ditty Dum Ditty Doo,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/dittydum.ndg.txt,"{'sex': 3, 'fuck': 3, 'hook': 1, 'fucked': 1, 'bitch': 1, 'suck': 1, 'dick': 2, 'hoes': 2, 'cock': 1, 'cunt': 1, 'asses': 1, 'damn': 1, 'nigga': 1, 'church': 1, 'fuckin': 1}"
238,I Got Love Remix,NATE DOGG,?M,Music & Me,2001, http://ohhla.com/anonymous/natedogg/musicand/love_rmx.ndg.txt,"{'gangsta': 1, 'niggaz': 2, 'pros': 1, 'weapon': 1, 'hoes': 2, 'bitches': 1, 'bitch': 1}"
290,All Bout U,2PAC,?M,All Eyez On Me,1996, http://ohhla.com/anonymous/2_pac/eyezonme/all_bout.2pc.txt,"{'bitches': 1, 'ass': 2, 'bitch': 5, 'fuckin': 1, 'lies': 1, 'liquor': 1, 'criminals': 1, 'drug': 1, 'niggaz': 2, 'hoes': 2, 'sick': 1, 'nigga': 1, 'nasty': 1, 'fucked': 2, 'shit': 1, 'god': 1}"
293,Skandalouz,2PAC,?M,All Eyez on Me,1996, http://ohhla.com/anonymous/2_pac/eyezonme/skandal.2pc.txt,"{'motherfucker': 2, 'hoes': 2, 'bitches': 5, 'nigga': 4, 'fuckin': 2, 'shit': 3, 'mad': 1, 'bitch': 5, 'ass': 2, 'lies': 1, 'poverty': 1, 'tongue': 1, 'hookers': 1, 'niggaz': 5, 'fuck': 1, 'liquor': 1, 'motherfuckin': 1}"
294,Teardrops and Closed Caskets,2PAC,?M,Still I Rise,1999, http://ohhla.com/anonymous/2_pac/stillrse/teardrop.2pc.txt,"{'bigger': 2, 'nigga': 2, 'sex': 1, 'niggaz': 4, 'die': 2, 'death': 1, 'dope': 1, 'spit': 1, 'dead': 2, 'poverty': 1, 'laid': 1, 'dumb': 1, 'shit': 1, 'motherfucker': 1, 'motherfuckin': 1}"
295,Thugs Get Lonely Too,2PAC,?M,Loyal to the Game,2004, http://ohhla.com/anonymous/2_pac/loyal_to/thugsget.2pc.txt,"{'torture': 1, 'mad': 2, 'fuck': 1, 'ass': 1}"
296,21 Questions,50 CENT,?M,Get Rich or Die Tryin',2003, http://ohhla.com/anonymous/50_cent/get_rich/21_quest.50c.txt,"{'babe': 1, 'nigga': 1, 'mad': 1, 'fat': 1, 'kid': 1}"
298,That's My Lady (Money),BABY BASH,?M,Super Saucy,2005, http://ohhla.com/anonymous/babybash/super_sa/thats_my.bsh.txt,"{'color': 1, 'die': 1, 'sex': 1, 'damn': 1}"
302,High Come Down (Original Version) *,CHICO & COOLWADDA,?M,Wild 'N Tha West,2001, http://ohhla.com/anonymous/chicoand/wild_n/highcome.wda.txt,"{'spit': 2, 'dope': 1, 'bomb': 1, 'ass': 1}"
304,Ghetto Millionaire,C-MURDER,M,Bossalinie,1999, http://ohhla.com/anonymous/c_murder/bossa/g_mill.cmd.txt,"{'nigga': 7, 'fuck': 6, 'hoes': 1, 'bigger': 1, 'sick': 1, 'gangsta': 4, 'crack': 1, 'fuckin': 2, 'bitch': 4, 'gun': 1, 'cock': 1, 'spit': 1, 'bitches': 1, 'motherfuckin': 1}"
306,O.G.,DAZ DILLINGER,?M,"Retaliation, Revenge and Get Back",1998, http://ohhla.com/anonymous/daz/retalrev/og.daz.txt,"{'shit': 2, 'motherfucking': 3, 'nigga': 8, 'kid': 1, 'fuck': 3, 'gangsta': 4, 'sucker': 1, 'bullshit': 1, 'killing': 1, 'criminals': 1, 'drug': 1, 'fucking': 1, 'ass': 1}"
